com-lj 
693623780.0 79928040.0 346811890.0 346811890.0 
693623780.0 79928040.0 346811890.0 342780430.0 
0 0 0 0 
0 0 0 0 
0 0 0 0 

kron20 
627987480.0 12913000.0 313993740.0 313993740.0 
627987480.0 12913000.0 313993740.0 313993300.0 
0 0 0 0 
0 0 0 0 
0 0 0 0 

roadnet-pa 
61675920.0 21761840.0 30837960.0 30837960.0 
61675920.0 21761840.0 30837960.0 30520630.0 
0 0 0 0 
0 0 0 0 
0 0 0 0 

soc-pokec 
612451280.0 30389040.0 306225640.0 306225640.0 
612451280.0 30389040.0 306225640.0 305973890.0 
0 0 0 0 
0 0 0 0 
0 0 0 0 

urand20 
671078720.0 20971520.0 335539360.0 335539360.0 
671078720.0 20971520.0 335539360.0 335539360.0 
0 0 0 0 
0 0 0 0 
0 0 0 0 

web-google 
102100780.0 14290900.0 51050390.0 51050390.0 
102100780.0 14290900.0 51050390.0 51049960.0 
0 0 0 0 
0 0 0 0 
0 0 0 0 

wiki-talk 
100428200.0 47383620.0 50214100.0 50214100.0 
100428200.0 47383620.0 50214100.0 48059000.0 
100428200.0 48298120.0 50214100.0 147602.0 
0 0 0 0 
0 0 0 0 

