ca-grqc 
579360.0 104820.0 289680.0 289680.0 
579360.0 104820.0 289680.0 289610.0 
579360.0 532180.0 289680.0 52410.0 
579360.0 503312.0 289680.0 52410.0 
579360.0 104820.0 289680.0 251686.0 

chicago-roads 
25960.0 7060.0 12980.0 12980.0 
25960.0 7060.0 12980.0 12980.0 
25960.0 8120.0 12980.0 12980.0 
25960.0 7060.0 12980.0 12980.0 
25960.0 7060.0 12980.0 12980.0 

dense10 
20951040.0 20480.0 10475520.0 10475520.0 
20951040.0 20480.0 10475520.0 10475520.0 
20951040.0 81920.0 10475520.0 10240.0 
20951040.0 81920.0 10475520.0 10240.0 
20951040.0 20480.0 10475520.0 40960.0 

dense12 
335462400.0 81920.0 167731200.0 167731200.0 
335462400.0 81920.0 167731200.0 167731200.0 
335462400.0 1310720.0 167731200.0 40960.0 
335462400.0 1310720.0 167731200.0 40960.0 
335462400.0 81920.0 167731200.0 655360.0 

email-enron 
7353240.0 733840.0 3676620.0 3676620.0 
7353240.0 733840.0 3676620.0 3590900.0 
7353240.0 3093300.0 3676620.0 366920.0 
7353240.0 3084980.0 3676620.0 366920.0 
7353240.0 733840.0 3676620.0 1542590.0 

euroroads 
28340.0 21840.0 14170.0 14170.0 
28340.0 21840.0 14170.0 13890.0 
28340.0 25400.0 14170.0 8910.0 
28340.0 24540.0 14170.0 8910.0 
28340.0 21840.0 14170.0 10654.0 

kron12 
1935440.0 67280.0 967720.0 967720.0 
1935440.0 67280.0 967720.0 967670.0 
1935440.0 500660.0 967720.0 33640.0 
1935440.0 500660.0 967720.0 33640.0 
1935440.0 67280.0 967720.0 250330.0 

p2p08 
415540.0 124420.0 207770.0 207770.0 
415540.0 124420.0 207770.0 192190.0 
415540.0 335860.0 207770.0 24650.0 
415540.0 335860.0 207770.0 24650.0 
415540.0 124420.0 207770.0 114171.0 

urand12 
2609240.0 81920.0 1304620.0 1304620.0 
2609240.0 81920.0 1304620.0 1304620.0 
2609240.0 1134260.0 1304620.0 40960.0 
2609240.0 1134260.0 1304620.0 40960.0 
2609240.0 81920.0 1304620.0 567130.0 

