com-lj 
64543126.0 64543126.0 181644210.0 181644210.0 
0 0 0 0 
0 0 0 0 
0 0 0 0 
0 0 0 0 

kron20 
7985293.0 7985293.0 22020075.0 22020075.0 
0 0 0 0 
0 0 0 0 
0 0 0 0 
0 0 0 0 

roadnet-pa 
592366201.0 592366201.0 1773835920.0 1773835920.0 
0 0 0 0 
0 0 0 0 
0 0 0 0 
0 0 0 0 

soc-pokec 
1632804.0 1632804.0 4898412.0 4898412.0 
1632804.0 1632804.0 30622564.0 30597389.0 
11429628.0 11429628.0 24492060.0 24492060.0 
12845056.0 12845056.0 37119740.0 37119740.0 
12845056.0 12845056.0 37119740.0 37119740.0 

urand20 
7340031.0 7340031.0 18874368.0 18874368.0 
0 0 0 0 
0 0 0 0 
0 0 0 0 
0 0 0 0 

web-google 
30842616.0 30842616.0 90726372.0 90726372.0 
0 0 0 0 
0 0 0 0 
0 0 0 0 
0 0 0 0 

wiki-talk 
4788771.0 4788771.0 14366310.0 14366310.0 
0 0 0 0 
47887701.0 47887701.0 100564170.0 100564170.0 
0 0 0 0 
51904513.0 51904513.0 151626546.0 151626546.0 

